crop_id,harvested_organ,yield_unit,nutrient_id,extraction_kg_per_unit,absorption_kg_per_unit,source,region,year,dataset_version
ryegrass,dry_forage,t_ha,N,25,,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
ryegrass,dry_forage,t_ha,P,2.7,,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
ryegrass,dry_forage,t_ha,K,18.5,,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
ryegrass,dry_forage,t_ha,Ca,4.9,,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
ryegrass,dry_forage,t_ha,Mg,3.6,,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
ryegrass,dry_forage,t_ha,S,2.5,,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
clover,dry_forage,t_ha,N,21,,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
clover,dry_forage,t_ha,P,3,,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
clover,dry_forage,t_ha,K,23.6,,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
clover,dry_forage,t_ha,Mg,3.2,,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
clover,dry_forage,t_ha,S,4.5,,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
vetch,dry_forage,t_ha,N,25.9,,IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
vetch,dry_forage,t_ha,P,3,,IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
vetch,dry_forage,t_ha,K,18.5,,IPNI_NorthCentral_USA_2007_tabla11,andina_colombia,2007,v2
forage_sorghum,dry_forage,t_ha,N,10.6,,Bertsch_2003+IFA_1992_tabla11,andina_colombia,2003,v2
forage_sorghum,dry_forage,t_ha,P,2.8,,Bertsch_2003+IFA_1992_tabla11,andina_colombia,2003,v2
forage_sorghum,dry_forage,t_ha,K,12.7,,Bertsch_2003+IFA_1992_tabla11,andina_colombia,2003,v2
forage_sorghum,dry_forage,t_ha,Mg,2.1,,Bertsch_2003+IFA_1992_tabla11,andina_colombia,2003,v2
forage_sorghum,dry_forage,t_ha,S,2.6,,Bertsch_2003+IFA_1992_tabla11,andina_colombia,2003,v2
orchoro_grass,dry_forage,t_ha,N,32,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
orchoro_grass,dry_forage,t_ha,P,8.7,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
orchoro_grass,dry_forage,t_ha,K,28.7,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
orchoro_grass,dry_forage,t_ha,Ca,3.14,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
orchoro_grass,dry_forage,t_ha,Mg,2,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
elephant_grass,dry_forage,t_ha,N,10.9,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
elephant_grass,dry_forage,t_ha,P,5.3,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
elephant_grass,dry_forage,t_ha,K,21.8,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
elephant_grass,dry_forage,t_ha,Ca,2.4,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
elephant_grass,dry_forage,t_ha,Mg,2.7,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
guinea_grass,dry_forage,t_ha,N,11.8,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
guinea_grass,dry_forage,t_ha,P,4,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
guinea_grass,dry_forage,t_ha,K,17.4,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
guinea_grass,dry_forage,t_ha,Ca,3.9,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
guinea_grass,dry_forage,t_ha,Mg,1.82,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
pangola_grass,dry_forage,t_ha,N,11.4,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
pangola_grass,dry_forage,t_ha,P,4.3,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
pangola_grass,dry_forage,t_ha,K,16.6,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
pangola_grass,dry_forage,t_ha,Ca,2.5,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
pangola_grass,dry_forage,t_ha,Mg,1.75,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
brachiaria_grass,dry_forage,t_ha,N,12.1,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
brachiaria_grass,dry_forage,t_ha,P,2.8,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
brachiaria_grass,dry_forage,t_ha,K,13.2,,INPOFOS_2003_tabla11,andina_colombia,2003,v2
sugarcane,cane,t_ha,N,0.57,0.86,Bertsch_2003_tabla11,andina_colombia,2003,v2
sugarcane,cane,t_ha,P,0.27,0.32,Bertsch_2003_tabla11,andina_colombia,2003,v2
sugarcane,cane,t_ha,K,0.43,0.88,Bertsch_2003_tabla11,andina_colombia,2003,v2
sugarcane,cane,t_ha,Ca,0.14,0.21,Bertsch_2003_tabla11,andina_colombia,2003,v2
sugarcane,cane,t_ha,Mg,0.86,0.89,Bertsch_2003_tabla11,andina_colombia,2003,v2
sugarcane,cane,t_ha,S,0.13,0.16,Bertsch_2003_tabla11,andina_colombia,2003,v2
cotton,fibre,t_ha,N,70,150,Halevy_Bazelet_1992_tabla11,andina_colombia,1992,v2
cotton,fibre,t_ha,P,13,25,Halevy_Bazelet_1992_tabla11,andina_colombia,1992,v2
cotton,fibre,t_ha,K,33,100,Halevy_Bazelet_1992_tabla11,andina_colombia,1992,v2
cotton,fibre,t_ha,Mg,,24,Halevy_Bazelet_1992_tabla11,andina_colombia,1992,v2
cotton,fibre,t_ha,S,12,25,Halevy_Bazelet_1992_tabla11,andina_colombia,1992,v2
coffee,green_bean,t_ha,N,34.9,,Cenicafe_2008_tabla11,andina_colombia,2008,v2
coffee,green_bean,t_ha,P,2.26,,Cenicafe_2008_tabla11,andina_colombia,2008,v2
coffee,green_bean,t_ha,K,36.9,,Cenicafe_2008_tabla11,andina_colombia,2008,v2
coffee,green_bean,t_ha,Ca,4.26,,Cenicafe_2008_tabla11,andina_colombia,2008,v2
coffee,green_bean,t_ha,Mg,2.26,,Cenicafe_2008_tabla11,andina_colombia,2008,v2
coffee,green_bean,t_ha,S,1.21,,Cenicafe_2008_tabla11,andina_colombia,2008,v2
soybean,grain,t_ha,N,55,74,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
soybean,grain,t_ha,P,6,7,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
soybean,grain,t_ha,K,19,39,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
soybean,grain,t_ha,Ca,3,16,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
soybean,grain,t_ha,Mg,4,9,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
soybean,grain,t_ha,S,3,4,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
oil_palm,fresh_fruit,t_ha,N,4.56,7.72,Munevar_2001_tabla11,andina_colombia,2001,v2
oil_palm,fresh_fruit,t_ha,P,0.59,1.04,Munevar_2001_tabla11,andina_colombia,2001,v2
oil_palm,fresh_fruit,t_ha,K,5.96,10.1,Munevar_2001_tabla11,andina_colombia,2001,v2
oil_palm,fresh_fruit,t_ha,Ca,1.33,3.96,Munevar_2001_tabla11,andina_colombia,2001,v2
oil_palm,fresh_fruit,t_ha,Mg,1.29,2.44,Munevar_2001_tabla11,andina_colombia,2001,v2
oil_palm,fresh_fruit,t_ha,S,1,1.8,Munevar_2001_tabla11,andina_colombia,2001,v2
sunflower,seed,t_ha,N,24,40,Bertsch_2003+INPOFOS_1999_tabla11,andina_colombia,2003,v2
sunflower,seed,t_ha,P,7,11,Bertsch_2003+INPOFOS_1999_tabla11,andina_colombia,2003,v2
sunflower,seed,t_ha,K,6,28,Bertsch_2003+INPOFOS_1999_tabla11,andina_colombia,2003,v2
sunflower,seed,t_ha,Ca,1,18,Bertsch_2003+INPOFOS_1999_tabla11,andina_colombia,2003,v2
sunflower,seed,t_ha,Mg,3,11,Bertsch_2003+INPOFOS_1999_tabla11,andina_colombia,2003,v2
sunflower,seed,t_ha,S,2,5,Bertsch_2003+INPOFOS_1999_tabla11,andina_colombia,2003,v2
tobacco,dry_leaf,t_ha,N,32,65,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
tobacco,dry_leaf,t_ha,P,6,9,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
tobacco,dry_leaf,t_ha,K,36,100,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
tobacco,dry_leaf,t_ha,Ca,30,36,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
tobacco,dry_leaf,t_ha,Mg,4,8,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
tobacco,dry_leaf,t_ha,S,5,10,Ciampitti_Garcia_2007_tabla11,andina_colombia,2007,v2
sugar_beet,root,t_ha,N,2,4,IFA_1992_tabla11,andina_colombia,1992,v2
sugar_beet,root,t_ha,P,2,2,IFA_1992_tabla11,andina_colombia,1992,v2
sugar_beet,root,t_ha,K,2,10,IFA_1992_tabla11,andina_colombia,1992,v2
sugar_beet,root,t_ha,Mg,0.6,1,IFA_1992_tabla11,andina_colombia,1992,v2
sugar_beet,root,t_ha,S,0.2,0.4,IFA_1992_tabla11,andina_colombia,1992,v2
cassava,root,t_ha,N,,5.2,Gomez_2006a_tabla11,andina_colombia,2006,v2
cassava,root,t_ha,P,,0.98,Gomez_2006a_tabla11,andina_colombia,2006,v2
cassava,root,t_ha,K,,3.5,Gomez_2006a_tabla11,andina_colombia,2006,v2
cassava,root,t_ha,Ca,,2.5,Gomez_2006a_tabla11,andina_colombia,2006,v2
cassava,root,t_ha,Mg,,1,Gomez_2006a_tabla11,andina_colombia,2006,v2
cassava,root,t_ha,S,,0.6,Gomez_2006a_tabla11,andina_colombia,2006,v2
rose,stems_dry_matter,t_ha,N,,44.4,Posada_2008_tabla11,andina_colombia,2008,v2
rose,stems_dry_matter,t_ha,P,,5.2,Posada_2008_tabla11,andina_colombia,2008,v2
rose,stems_dry_matter,t_ha,K,,37,Posada_2008_tabla11,andina_colombia,2008,v2
rose,stems_dry_matter,t_ha,Ca,,11.9,Posada_2008_tabla11,andina_colombia,2008,v2
rose,stems_dry_matter,t_ha,Mg,,6,Posada_2008_tabla11,andina_colombia,2008,v2
rose,stems_dry_matter,t_ha,S,,5.7,Posada_2008_tabla11,andina_colombia,2008,v2
boston_fern,leaves,t_ha,N,,15.2,Bertsch_2003_tabla11,andina_colombia,2003,v2
boston_fern,leaves,t_ha,P,,2.5,Bertsch_2003_tabla11,andina_colombia,2003,v2
boston_fern,leaves,t_ha,K,,15.1,Bertsch_2003_tabla11,andina_colombia,2003,v2
boston_fern,leaves,t_ha,Ca,,5.7,Bertsch_2003_tabla11,andina_colombia,2003,v2
boston_fern,leaves,t_ha,Mg,,2.7,Bertsch_2003_tabla11,andina_colombia,2003,v2
boston_fern,leaves,t_ha,S,,1.9,Bertsch_2003_tabla11,andina_colombia,2003,v2
bean,grain,t_ha,N,40,,illustrative_estimate,andina_colombia,2026,v2
bean,grain,t_ha,P,4.5,,illustrative_estimate,andina_colombia,2026,v2
bean,grain,t_ha,K,15,,illustrative_estimate,andina_colombia,2026,v2
bean,grain,t_ha,Ca,5,,illustrative_estimate,andina_colombia,2026,v2
bean,grain,t_ha,Mg,3,,illustrative_estimate,andina_colombia,2026,v2
bean,grain,t_ha,S,4,,illustrative_estimate,andina_colombia,2026,v2
pasture,dry_forage,t_ha,N,20,,illustrative_estimate,andina_colombia,2026,v2
pasture,dry_forage,t_ha,P,2,,illustrative_estimate,andina_colombia,2026,v2
pasture,dry_forage,t_ha,K,18,,illustrative_estimate,andina_colombia,2026,v2
pasture,dry_forage,t_ha,Ca,5,,illustrative_estimate,andina_colombia,2026,v2
pasture,dry_forage,t_ha,Mg,3,,illustrative_estimate,andina_colombia,2026,v2
pasture,dry_forage,t_ha,S,3,,illustrative_estimate,andina_colombia,2026,v2
